model,K,n_seeds,MAP_avg_mean,MAP_avg_std,MAP_avg_best_seed,MAP_avg_worst_seed,MAP_avg_best_val,MAP_avg_worst_val,NRE_ph_mean,NRE_ph_std,NRE_ph_best_seed,NRE_ph_worst_seed,NRE_ph_best_val,NRE_ph_worst_val,NRE_ps_mean,NRE_ps_std,NRE_ps_best_seed,NRE_ps_worst_seed,NRE_ps_best_val,NRE_ps_worst_val,Topic_Coherence_mean,Topic_Coherence_std,Topic_Coherence_best_seed,Topic_Coherence_worst_seed,Topic_Coherence_best_val,Topic_Coherence_worst_val,herb2sym_MAP_mean,herb2sym_MAP_std,herb2sym_MAP_best_seed,herb2sym_MAP_worst_seed,herb2sym_MAP_best_val,herb2sym_MAP_worst_val,herb2sym_NDCG@10_mean,herb2sym_NDCG@10_std,herb2sym_NDCG@10_best_seed,herb2sym_NDCG@10_worst_seed,herb2sym_NDCG@10_best_val,herb2sym_NDCG@10_worst_val,herb2sym_NDCG@5_mean,herb2sym_NDCG@5_std,herb2sym_NDCG@5_best_seed,herb2sym_NDCG@5_worst_seed,herb2sym_NDCG@5_best_val,herb2sym_NDCG@5_worst_val,herb2sym_P@10_mean,herb2sym_P@10_std,herb2sym_P@10_best_seed,herb2sym_P@10_worst_seed,herb2sym_P@10_best_val,herb2sym_P@10_worst_val,herb2sym_P@5_mean,herb2sym_P@5_std,herb2sym_P@5_best_seed,herb2sym_P@5_worst_seed,herb2sym_P@5_best_val,herb2sym_P@5_worst_val,herb2sym_R@10_mean,herb2sym_R@10_std,herb2sym_R@10_best_seed,herb2sym_R@10_worst_seed,herb2sym_R@10_best_val,herb2sym_R@10_worst_val,herb2sym_R@5_mean,herb2sym_R@5_std,herb2sym_R@5_best_seed,herb2sym_R@5_worst_seed,herb2sym_R@5_best_val,herb2sym_R@5_worst_val,herb_NDCG@10_mean,herb_NDCG@10_std,herb_NDCG@10_best_seed,herb_NDCG@10_worst_seed,herb_NDCG@10_best_val,herb_NDCG@10_worst_val,herb_Precision@10_mean,herb_Precision@10_std,herb_Precision@10_best_seed,herb_Precision@10_worst_seed,herb_Precision@10_best_val,herb_Precision@10_worst_val,herb_Recall@10_mean,herb_Recall@10_std,herb_Recall@10_best_seed,herb_Recall@10_worst_seed,herb_Recall@10_best_val,herb_Recall@10_worst_val,herb_pred_PPL_mean,herb_pred_PPL_std,herb_pred_PPL_best_seed,herb_pred_PPL_worst_seed,herb_pred_PPL_best_val,herb_pred_PPL_worst_val,herb_pred_PPL_em_mean,herb_pred_PPL_em_std,herb_pred_PPL_em_best_seed,herb_pred_PPL_em_worst_seed,herb_pred_PPL_em_best_val,herb_pred_PPL_em_worst_val,herb_pred_PPL_prob_mean,herb_pred_PPL_prob_std,herb_pred_PPL_prob_best_seed,herb_pred_PPL_prob_worst_seed,herb_pred_PPL_prob_best_val,herb_pred_PPL_prob_worst_val,sym2herb_MAP_mean,sym2herb_MAP_std,sym2herb_MAP_best_seed,sym2herb_MAP_worst_seed,sym2herb_MAP_best_val,sym2herb_MAP_worst_val,sym2herb_NDCG@10_mean,sym2herb_NDCG@10_std,sym2herb_NDCG@10_best_seed,sym2herb_NDCG@10_worst_seed,sym2herb_NDCG@10_best_val,sym2herb_NDCG@10_worst_val,sym2herb_NDCG@5_mean,sym2herb_NDCG@5_std,sym2herb_NDCG@5_best_seed,sym2herb_NDCG@5_worst_seed,sym2herb_NDCG@5_best_val,sym2herb_NDCG@5_worst_val,sym2herb_P@10_mean,sym2herb_P@10_std,sym2herb_P@10_best_seed,sym2herb_P@10_worst_seed,sym2herb_P@10_best_val,sym2herb_P@10_worst_val,sym2herb_P@5_mean,sym2herb_P@5_std,sym2herb_P@5_best_seed,sym2herb_P@5_worst_seed,sym2herb_P@5_best_val,sym2herb_P@5_worst_val,sym2herb_R@10_mean,sym2herb_R@10_std,sym2herb_R@10_best_seed,sym2herb_R@10_worst_seed,sym2herb_R@10_best_val,sym2herb_R@10_worst_val,sym2herb_R@5_mean,sym2herb_R@5_std,sym2herb_R@5_best_seed,sym2herb_R@5_worst_seed,sym2herb_R@5_best_val,sym2herb_R@5_worst_val,sym_NDCG@10_mean,sym_NDCG@10_std,sym_NDCG@10_best_seed,sym_NDCG@10_worst_seed,sym_NDCG@10_best_val,sym_NDCG@10_worst_val,sym_Precision@10_mean,sym_Precision@10_std,sym_Precision@10_best_seed,sym_Precision@10_worst_seed,sym_Precision@10_best_val,sym_Precision@10_worst_val,sym_Recall@10_mean,sym_Recall@10_std,sym_Recall@10_best_seed,sym_Recall@10_worst_seed,sym_Recall@10_best_val,sym_Recall@10_worst_val,sym_pred_PPL_mean,sym_pred_PPL_std,sym_pred_PPL_best_seed,sym_pred_PPL_worst_seed,sym_pred_PPL_best_val,sym_pred_PPL_worst_val,sym_pred_PPL_em_mean,sym_pred_PPL_em_std,sym_pred_PPL_em_best_seed,sym_pred_PPL_em_worst_seed,sym_pred_PPL_em_best_val,sym_pred_PPL_em_worst_val,sym_pred_PPL_prob_mean,sym_pred_PPL_prob_std,sym_pred_PPL_prob_best_seed,sym_pred_PPL_prob_worst_seed,sym_pred_PPL_prob_best_val,sym_pred_PPL_prob_worst_val
linklda,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106344,0.000998,4,8,0.107950,0.105240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.349312,9.332994,4,2,425.675754,453.187710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218753,0.002913,4,6,0.222196,0.213429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.092209,1.642429,4,2,76.871508,81.885084,,,,,,,,,,,,
linkplsalda,5,10,,,,,,,,,,,,,,,,,,,0.778000,0.046000,6,4,0.840000,0.700000,,,,,,,,,,,,,,,,,,,,,,,,,0.094218,0.000875,7,5,0.095318,0.092449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.592559,7.862025,5,4,246.991518,273.860168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226619,0.001030,7,4,0.227735,0.224108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.999728,0.602208,5,4,78.210975,80.271499,,,,,,,,,,,,
linkplsalda,10,10,,,,,,,,,,,,,,,,,,,0.711000,0.029138,8,1,0.760000,0.660000,,,,,,,,,,,,,,,,,,,,,,,,,0.103578,0.000897,8,4,0.104881,0.102251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.646449,5.591042,9,1,303.706138,324.606832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234457,0.002348,3,6,0.237617,0.230086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.079079,0.720111,8,4,72.072152,74.477332,,,,,,,,,,,,
linkplsalda,20,10,,,,,,,,,,,,,,,,,,,0.690000,0.025690,1,4,0.735000,0.650000,,,,,,,,,,,,,,,,,,,,,,,,,0.108097,0.000730,10,5,0.109265,0.106436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.131664,7.556986,3,2,349.301924,374.077299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232026,0.003471,1,2,0.237776,0.225862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.858973,0.595914,8,2,71.057429,73.013975,,,,,,,,,,,,
linkplsalda,25,10,,,,,,,,,,,,,,,,,,,0.696000,0.017618,1,9,0.720000,0.668000,,,,,,,,,,,,,,,,,,,,,,,,,0.108057,0.000931,2,1,0.109265,0.106236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.646535,7.322386,5,9,352.001291,377.623932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232628,0.003298,2,6,0.235625,0.224148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.225695,0.647808,3,4,69.958432,72.372759,,,,,,,,,,,,
linkplsalda,30,10,,,,,,,,,,,,,,,,,,,0.701333,0.020287,8,3,0.730000,0.663333,,,,,,,,,,,,,,,,,,,,,,,,,0.107974,0.001414,9,6,0.109823,0.105479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.686796,11.946236,9,5,343.308510,383.243047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228396,0.003424,3,6,0.234668,0.224108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.994949,1.313834,9,6,69.216026,74.036919,,,,,,,,,,,,
linkplsalda,35,10,,,,,,,,,,,,,,,,,,,0.693143,0.017009,6,3,0.720000,0.660000,,,,,,,,,,,,,,,,,,,,,,,,,0.107874,0.000675,5,9,0.109305,0.106595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.694326,8.279009,7,9,352.518325,380.135653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225981,0.002899,7,3,0.231321,0.221996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.187870,0.773340,10,1,71.324096,73.683107,,,,,,,,,,,,
linkplsalda,40,10,,,,,,,,,,,,,,,,,,,0.677750,0.012721,1,6,0.705000,0.665000,,,,,,,,,,,,,,,,,,,,,,,,,0.108496,0.000932,5,7,0.109623,0.106595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.767329,5.571455,2,10,347.959091,364.221283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223578,0.003190,6,7,0.228811,0.217733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.118251,0.949473,6,7,70.197560,74.052739,,,,,,,,,,,,
CF,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074545,0.000597,6,9,0.075951,0.073999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216099,0.001312,5,6,0.218131,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075704,0.000854,7,1,0.077067,0.074517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217482,0.000759,2,3,0.218649,0.216139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076230,0.000595,3,4,0.077027,0.075274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217952,0.000456,6,1,0.218609,0.217175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077521,0.000887,6,10,0.078701,0.076190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219665,0.000751,4,8,0.220921,0.218729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080606,0.001360,8,9,0.082885,0.078940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219087,0.000945,2,6,0.221439,0.218012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084901,0.001245,2,4,0.087786,0.083443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219442,0.001007,1,10,0.220721,0.217374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088472,0.001271,3,6,0.090018,0.085435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219470,0.000720,7,9,0.220442,0.218171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091787,0.001223,7,4,0.093963,0.088982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219709,0.000999,1,4,0.221359,0.217972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recon_only_mvgsnmf,5,5,0.223964,0.005146,45,44,0.232883,0.217420,0.953112,0.000923,45,46,0.951587,0.954376,0.877710,0.002991,43,44,0.875391,0.883484,0.535893,0.024760,45,46,0.576035,0.507229,0.236619,0.006184,45,44,0.244408,0.226294,0.245886,0.006905,45,44,0.255643,0.234591,0.213742,0.006058,45,44,0.220745,0.203486,0.054985,0.001276,45,44,0.056580,0.052727,0.079621,0.001806,45,44,0.081328,0.076289,0.363765,0.009655,45,44,0.379859,0.349799,0.272063,0.006584,45,44,0.279782,0.260876,0.256867,0.005047,45,46,0.265067,0.251611,0.166799,0.003865,43,46,0.170688,0.160611,0.255098,0.004303,45,46,0.262242,0.249497,179.828369,3.980518,43,46,173.324294,184.609604,164.513882,2.762028,43,46,161.117072,168.512956,181.599445,4.050891,43,46,176.291841,188.059330,0.211310,0.005283,45,46,0.221358,0.206692,0.168811,0.004626,45,43,0.177488,0.163671,0.145604,0.004424,45,43,0.153462,0.140025,0.168382,0.002684,45,46,0.172496,0.165116,0.218566,0.006466,45,43,0.228690,0.209781,0.254274,0.005566,45,43,0.265045,0.250156,0.167932,0.005997,45,43,0.176825,0.158018,0.264864,0.006135,45,44,0.274917,0.255683,0.055080,0.000812,45,44,0.056313,0.054238,0.363929,0.008107,45,43,0.378855,0.356635,353.227514,11.518560,45,42,330.944086,362.375715,77.578204,1.484799,45,44,75.913839,80.333551,156.871278,5.923383,43,44,153.601270,168.705308
recon_only_mvgsnmf,10,5,0.247770,0.004987,45,44,0.253684,0.239494,0.941601,0.000904,45,46,0.940129,0.942675,0.815336,0.003557,45,44,0.810945,0.821667,0.607511,0.020677,42,43,0.628725,0.573174,0.265991,0.007117,43,44,0.274205,0.253512,0.274337,0.006242,43,44,0.280697,0.263243,0.250160,0.007440,43,44,0.259191,0.237269,0.056254,0.000722,42,44,0.056876,0.054861,0.089935,0.001956,43,44,0.091761,0.086129,0.387321,0.004200,45,44,0.393957,0.380970,0.315743,0.007015,43,44,0.324373,0.303656,0.281059,0.004441,45,44,0.287465,0.274442,0.184985,0.003303,45,44,0.188945,0.180202,0.280955,0.004019,43,44,0.285468,0.274953,161.579519,3.326960,43,46,155.775245,164.865697,156.729900,2.231569,43,46,153.581143,159.913922,166.586782,3.076006,43,46,162.490892,171.214666,0.229548,0.003958,45,44,0.236414,0.225475,0.180087,0.003104,45,44,0.185527,0.175918,0.156009,0.002452,45,44,0.160115,0.152699,0.179301,0.003339,45,44,0.184351,0.174570,0.238447,0.004011,45,44,0.244102,0.232780,0.268753,0.004701,45,44,0.276360,0.262456,0.179781,0.002557,45,44,0.183800,0.176116,0.302839,0.005420,43,44,0.308535,0.293748,0.060391,0.000655,46,44,0.061233,0.059336,0.410450,0.005070,46,42,0.418752,0.403882,807.694101,23.916262,46,44,771.035288,843.344743,66.587279,1.292720,46,44,65.696536,69.117298,114.979750,3.482569,46,44,111.316623,121.462936
recon_only_mvgsnmf,15,5,0.256306,0.004356,45,44,0.261216,0.249218,0.932899,0.001170,45,43,0.931156,0.934246,0.770361,0.004138,45,44,0.764352,0.776147,0.694499,0.027319,45,43,0.744628,0.668799,0.276133,0.006381,43,44,0.284177,0.266207,0.289933,0.005873,46,44,0.295585,0.281361,0.264972,0.006858,43,44,0.271782,0.254148,0.059046,0.000828,46,44,0.060492,0.058151,0.094594,0.001929,46,44,0.096680,0.091286,0.406803,0.006506,46,42,0.417599,0.399342,0.334385,0.008379,46,44,0.342968,0.322031,0.291286,0.003508,45,44,0.297036,0.286736,0.191749,0.002283,45,44,0.194991,0.188589,0.292157,0.002735,45,44,0.297155,0.288794,159.822168,2.852892,43,46,155.037147,162.704719,152.571319,2.028521,43,46,149.501235,155.265850,160.123654,2.319755,43,46,156.628327,163.152151,0.236479,0.003494,45,44,0.242770,0.232228,0.189045,0.003167,45,44,0.194567,0.184793,0.161716,0.002713,45,43,0.166480,0.159159,0.187564,0.003102,45,44,0.191434,0.182276,0.243568,0.003832,45,44,0.249437,0.239360,0.281046,0.004540,45,44,0.288835,0.274604,0.185484,0.002965,45,44,0.190817,0.182779,0.312729,0.006073,43,44,0.319698,0.303375,0.062187,0.000519,43,44,0.062804,0.061500,0.421565,0.007868,46,42,0.434138,0.413195,1605.289576,24.324816,42,45,1564.357260,1634.053947,63.384087,1.335755,46,44,62.246235,65.958901,103.061570,3.639895,46,44,99.337582,108.623574
recon_only_mvgsnmf,20,5,0.255341,0.003717,45,44,0.259865,0.248736,0.927809,0.000739,45,43,0.926647,0.928707,0.728380,0.004520,45,44,0.721744,0.733513,0.682991,0.016549,44,43,0.700214,0.652687,0.270862,0.004838,43,44,0.274860,0.262368,0.289944,0.005051,46,44,0.294950,0.281016,0.261343,0.005555,43,44,0.267102,0.252036,0.060652,0.000992,45,44,0.061440,0.058714,0.094428,0.002099,43,44,0.096562,0.090575,0.414350,0.006522,46,44,0.421161,0.403463,0.330673,0.008515,43,44,0.341067,0.317748,0.296534,0.003926,45,44,0.301890,0.289890,0.195027,0.002284,45,44,0.197896,0.191020,0.298265,0.003243,45,44,0.301833,0.292266,159.803094,2.431055,43,44,155.521143,162.624098,150.177641,1.777814,43,46,147.357400,152.501029,157.395743,2.094723,43,46,154.551651,160.523517,0.239820,0.003659,45,44,0.246069,0.235103,0.191050,0.002786,45,44,0.196061,0.187545,0.163418,0.002507,45,44,0.167307,0.159780,0.189283,0.002602,45,44,0.193776,0.186040,0.245572,0.003967,45,44,0.251630,0.240012,0.284287,0.004242,45,44,0.291823,0.279495,0.187935,0.003144,45,44,0.192935,0.183296,0.301310,0.005011,46,44,0.307373,0.292832,0.060391,0.000922,46,44,0.061292,0.058862,0.408802,0.007873,46,44,0.420947,0.400100,3978.998889,467.284644,43,45,3312.797413,4623.614155,61.988543,1.297643,46,44,60.748263,64.441060,96.370590,2.970210,46,44,91.984110,100.946369
recon_only_mvgsnmf,25,5,0.257303,0.003570,45,44,0.261803,0.251175,0.922948,0.000905,45,43,0.921681,0.923722,0.694034,0.004509,45,44,0.687588,0.698920,0.636574,0.006427,44,45,0.646433,0.628888,0.273478,0.004945,46,44,0.279828,0.265547,0.296257,0.005773,46,44,0.304425,0.286630,0.266068,0.005727,46,44,0.274000,0.256849,0.062614,0.001310,46,44,0.063960,0.060314,0.096787,0.001968,46,44,0.098755,0.093005,0.426435,0.008263,46,44,0.437962,0.412883,0.338271,0.008084,46,44,0.350149,0.325688,0.298511,0.004033,45,44,0.303760,0.292036,0.196242,0.002387,45,44,0.199467,0.192264,0.300919,0.004338,46,44,0.307142,0.295500,163.152526,2.965071,43,44,158.176279,167.455460,149.238030,1.755416,43,46,146.626144,151.597613,156.339632,2.128169,43,46,153.540440,159.418280,0.241128,0.003932,45,44,0.248214,0.236804,0.192746,0.003120,45,44,0.198639,0.189381,0.162102,0.002507,45,44,0.166412,0.158666,0.191725,0.002804,45,44,0.196680,0.188441,0.244078,0.004051,45,44,0.250563,0.238648,0.288392,0.004846,45,44,0.297082,0.283125,0.186521,0.002826,45,44,0.191156,0.182308,0.302779,0.004550,46,44,0.309718,0.295501,0.060575,0.000754,42,44,0.061263,0.059129,0.409841,0.005005,46,44,0.418543,0.403179,8286.607148,807.994901,43,44,7214.354994,9656.725965,60.519528,1.308271,46,44,59.226069,62.985458,91.856936,2.965496,46,44,87.723484,96.328901
recon_only_mvgsnmf,30,5,0.256582,0.002626,46,44,0.258316,0.251385,0.917670,0.000563,45,44,0.916884,0.918406,0.662034,0.004905,45,44,0.656652,0.667795,0.635286,0.009668,44,46,0.648224,0.623449,0.270655,0.003917,46,44,0.275541,0.264491,0.296710,0.004755,46,44,0.302796,0.289702,0.264714,0.004106,46,44,0.269637,0.258233,0.063213,0.001023,42,44,0.064286,0.061618,0.096349,0.001815,42,44,0.099052,0.093539,0.430593,0.006221,46,44,0.439128,0.421691,0.336372,0.004640,46,44,0.342519,0.328874,0.299057,0.004417,45,44,0.305196,0.291759,0.196443,0.002836,45,44,0.200030,0.191909,0.300684,0.005015,45,44,0.306718,0.293858,169.787568,2.299816,42,46,167.669662,173.043787,147.950782,1.519281,43,46,145.500197,150.025465,154.963996,1.838983,43,46,152.223978,157.619388,0.242510,0.003367,45,44,0.248567,0.238279,0.193084,0.002746,45,44,0.197603,0.189699,0.162810,0.002414,45,44,0.166985,0.160221,0.192330,0.002351,45,44,0.195999,0.188886,0.245738,0.003744,45,44,0.252579,0.241790,0.289175,0.004133,45,44,0.296082,0.284083,0.187289,0.003100,45,44,0.192863,0.184269,0.295232,0.004060,46,44,0.300739,0.290321,0.058204,0.000854,42,44,0.059603,0.057172,0.397687,0.005324,46,43,0.405144,0.391368,20191.291835,2016.967050,42,43,18041.017117,23492.729436,59.816604,1.348547,46,44,58.213964,62.316419,92.146669,2.277097,45,43,89.660248,95.940076
recon_only_mvgsnmf,35,5,0.259451,0.002738,46,44,0.261665,0.254139,0.913160,0.000650,45,46,0.911967,0.913863,0.636235,0.004146,46,44,0.631561,0.642553,0.667258,0.014850,43,42,0.688655,0.645601,0.273365,0.004757,46,44,0.279664,0.267209,0.302461,0.005372,46,44,0.308604,0.294394,0.268550,0.006160,46,44,0.276733,0.260671,0.064902,0.001076,42,44,0.066360,0.063011,0.097842,0.002562,42,44,0.100948,0.093894,0.443734,0.006852,42,44,0.450195,0.430879,0.343451,0.008242,46,44,0.354108,0.331960,0.303064,0.004677,43,44,0.306199,0.293829,0.199437,0.003227,42,44,0.202549,0.193331,0.306939,0.005193,46,44,0.310959,0.296748,169.886745,4.306669,43,44,162.095340,175.066130,145.376697,1.663269,43,46,142.407218,147.318401,151.639845,1.757126,43,46,148.826225,154.174771,0.245536,0.003346,45,44,0.250935,0.241069,0.195762,0.002887,45,44,0.200202,0.191664,0.165008,0.002453,45,44,0.169513,0.162678,0.194552,0.002668,45,44,0.198044,0.189864,0.248085,0.003882,45,44,0.255187,0.243865,0.292915,0.004914,45,44,0.299910,0.285215,0.189434,0.003648,45,42,0.196377,0.186395,0.297119,0.004675,42,45,0.302494,0.290957,0.058411,0.000963,42,45,0.060225,0.057617,0.401536,0.005783,42,45,0.410129,0.393049,27737.583397,2673.362402,46,45,25081.272021,32386.358406,58.640676,1.085464,46,44,57.566202,60.685553,87.923238,2.418648,46,44,84.727378,91.980267
recon_only_mvgsnmf,40,5,0.259978,0.003618,42,44,0.264117,0.253586,0.909855,0.000833,45,46,0.909009,0.911264,0.608823,0.004067,46,44,0.604476,0.615210,0.680255,0.010332,43,46,0.697996,0.665774,0.271374,0.006466,42,44,0.279113,0.262454,0.302093,0.007594,42,44,0.310874,0.291260,0.264962,0.007049,42,44,0.272483,0.255331,0.065216,0.001365,42,44,0.066775,0.063100,0.096123,0.002157,42,44,0.098577,0.093005,0.447768,0.009741,42,44,0.456158,0.431952,0.337606,0.008377,43,44,0.345732,0.325810,0.307775,0.003947,46,44,0.310232,0.299932,0.202561,0.002780,45,44,0.204742,0.197125,0.313367,0.004558,46,44,0.319144,0.305156,170.721450,4.972463,43,44,162.270042,177.541413,144.511095,1.810639,43,46,141.539005,147.069530,150.639779,2.124443,43,46,147.286973,153.930868,0.248582,0.003027,45,44,0.253478,0.244719,0.198760,0.002194,45,44,0.202503,0.195749,0.167391,0.001273,45,44,0.169279,0.165318,0.196692,0.002315,45,44,0.200474,0.193361,0.250456,0.002331,45,44,0.254120,0.247303,0.296581,0.003964,45,44,0.303018,0.291567,0.191537,0.001624,45,44,0.193832,0.189185,0.290455,0.006663,42,44,0.298363,0.282046,0.057018,0.001060,42,44,0.058595,0.055779,0.391806,0.006567,43,44,0.397744,0.383050,44636.929147,4640.006897,42,45,38791.189298,52404.102051,58.863271,1.069916,46,44,58.128413,60.985438,86.596506,2.361719,46,44,84.320206,90.368783
vanilla_nmf_fro,5,5,0.235630,0.005009,45,44,0.242569,0.228189,0.953299,0.000793,45,46,0.952060,0.954427,0.877629,0.002963,42,44,0.875376,0.883346,0.656397,0.014759,42,44,0.677623,0.636998,0.249522,0.006450,43,44,0.256737,0.238719,0.257641,0.006880,45,44,0.265726,0.246406,0.229011,0.006587,45,44,0.236542,0.218615,0.056183,0.001119,45,44,0.057321,0.054149,0.084600,0.001992,45,44,0.087315,0.081209,0.370342,0.009150,45,44,0.385460,0.357742,0.288617,0.007911,45,44,0.301433,0.278333,0.269391,0.005228,45,44,0.277293,0.262896,0.175003,0.003462,45,46,0.178631,0.170599,0.263811,0.004424,45,46,0.270771,0.257868,171.732917,3.886090,43,46,166.991149,178.306609,162.747631,2.789894,43,46,159.164514,166.779361,176.920016,3.763989,43,46,172.834883,183.224854,0.221738,0.004366,45,44,0.229598,0.217658,0.175604,0.003326,45,44,0.181902,0.172544,0.154606,0.002944,45,44,0.160307,0.151867,0.172407,0.003652,45,46,0.177267,0.168109,0.234440,0.004237,45,46,0.241612,0.229520,0.258519,0.004560,45,46,0.266340,0.253928,0.177700,0.003289,45,42,0.183843,0.174494,0.276320,0.006260,45,44,0.282944,0.265469,0.057101,0.000666,45,44,0.057676,0.055809,0.376248,0.006180,45,44,0.386324,0.367342,449.614147,16.844162,45,42,428.840438,479.559603,74.739304,1.608382,43,44,73.314203,77.883666,177.311403,6.451311,45,44,171.878304,189.856415
