model,K,n_seeds,MAP_avg_mean,MAP_avg_std,MAP_avg_best_seed,MAP_avg_worst_seed,MAP_avg_best_val,MAP_avg_worst_val,NRE_ph_mean,NRE_ph_std,NRE_ph_best_seed,NRE_ph_worst_seed,NRE_ph_best_val,NRE_ph_worst_val,NRE_ps_mean,NRE_ps_std,NRE_ps_best_seed,NRE_ps_worst_seed,NRE_ps_best_val,NRE_ps_worst_val,Topic_Coherence_mean,Topic_Coherence_std,Topic_Coherence_best_seed,Topic_Coherence_worst_seed,Topic_Coherence_best_val,Topic_Coherence_worst_val,herb2sym_MAP_mean,herb2sym_MAP_std,herb2sym_MAP_best_seed,herb2sym_MAP_worst_seed,herb2sym_MAP_best_val,herb2sym_MAP_worst_val,herb2sym_NDCG@10_mean,herb2sym_NDCG@10_std,herb2sym_NDCG@10_best_seed,herb2sym_NDCG@10_worst_seed,herb2sym_NDCG@10_best_val,herb2sym_NDCG@10_worst_val,herb2sym_NDCG@5_mean,herb2sym_NDCG@5_std,herb2sym_NDCG@5_best_seed,herb2sym_NDCG@5_worst_seed,herb2sym_NDCG@5_best_val,herb2sym_NDCG@5_worst_val,herb2sym_P@10_mean,herb2sym_P@10_std,herb2sym_P@10_best_seed,herb2sym_P@10_worst_seed,herb2sym_P@10_best_val,herb2sym_P@10_worst_val,herb2sym_P@5_mean,herb2sym_P@5_std,herb2sym_P@5_best_seed,herb2sym_P@5_worst_seed,herb2sym_P@5_best_val,herb2sym_P@5_worst_val,herb2sym_R@10_mean,herb2sym_R@10_std,herb2sym_R@10_best_seed,herb2sym_R@10_worst_seed,herb2sym_R@10_best_val,herb2sym_R@10_worst_val,herb2sym_R@5_mean,herb2sym_R@5_std,herb2sym_R@5_best_seed,herb2sym_R@5_worst_seed,herb2sym_R@5_best_val,herb2sym_R@5_worst_val,herb_NDCG@10_mean,herb_NDCG@10_std,herb_NDCG@10_best_seed,herb_NDCG@10_worst_seed,herb_NDCG@10_best_val,herb_NDCG@10_worst_val,herb_Precision@10_mean,herb_Precision@10_std,herb_Precision@10_best_seed,herb_Precision@10_worst_seed,herb_Precision@10_best_val,herb_Precision@10_worst_val,herb_Recall@10_mean,herb_Recall@10_std,herb_Recall@10_best_seed,herb_Recall@10_worst_seed,herb_Recall@10_best_val,herb_Recall@10_worst_val,herb_pred_PPL_mean,herb_pred_PPL_std,herb_pred_PPL_best_seed,herb_pred_PPL_worst_seed,herb_pred_PPL_best_val,herb_pred_PPL_worst_val,herb_pred_PPL_em_mean,herb_pred_PPL_em_std,herb_pred_PPL_em_best_seed,herb_pred_PPL_em_worst_seed,herb_pred_PPL_em_best_val,herb_pred_PPL_em_worst_val,herb_pred_PPL_prob_mean,herb_pred_PPL_prob_std,herb_pred_PPL_prob_best_seed,herb_pred_PPL_prob_worst_seed,herb_pred_PPL_prob_best_val,herb_pred_PPL_prob_worst_val,sym2herb_MAP_mean,sym2herb_MAP_std,sym2herb_MAP_best_seed,sym2herb_MAP_worst_seed,sym2herb_MAP_best_val,sym2herb_MAP_worst_val,sym2herb_NDCG@10_mean,sym2herb_NDCG@10_std,sym2herb_NDCG@10_best_seed,sym2herb_NDCG@10_worst_seed,sym2herb_NDCG@10_best_val,sym2herb_NDCG@10_worst_val,sym2herb_NDCG@5_mean,sym2herb_NDCG@5_std,sym2herb_NDCG@5_best_seed,sym2herb_NDCG@5_worst_seed,sym2herb_NDCG@5_best_val,sym2herb_NDCG@5_worst_val,sym2herb_P@10_mean,sym2herb_P@10_std,sym2herb_P@10_best_seed,sym2herb_P@10_worst_seed,sym2herb_P@10_best_val,sym2herb_P@10_worst_val,sym2herb_P@5_mean,sym2herb_P@5_std,sym2herb_P@5_best_seed,sym2herb_P@5_worst_seed,sym2herb_P@5_best_val,sym2herb_P@5_worst_val,sym2herb_R@10_mean,sym2herb_R@10_std,sym2herb_R@10_best_seed,sym2herb_R@10_worst_seed,sym2herb_R@10_best_val,sym2herb_R@10_worst_val,sym2herb_R@5_mean,sym2herb_R@5_std,sym2herb_R@5_best_seed,sym2herb_R@5_worst_seed,sym2herb_R@5_best_val,sym2herb_R@5_worst_val,sym_NDCG@10_mean,sym_NDCG@10_std,sym_NDCG@10_best_seed,sym_NDCG@10_worst_seed,sym_NDCG@10_best_val,sym_NDCG@10_worst_val,sym_Precision@10_mean,sym_Precision@10_std,sym_Precision@10_best_seed,sym_Precision@10_worst_seed,sym_Precision@10_best_val,sym_Precision@10_worst_val,sym_Recall@10_mean,sym_Recall@10_std,sym_Recall@10_best_seed,sym_Recall@10_worst_seed,sym_Recall@10_best_val,sym_Recall@10_worst_val,sym_pred_PPL_mean,sym_pred_PPL_std,sym_pred_PPL_best_seed,sym_pred_PPL_worst_seed,sym_pred_PPL_best_val,sym_pred_PPL_worst_val,sym_pred_PPL_em_mean,sym_pred_PPL_em_std,sym_pred_PPL_em_best_seed,sym_pred_PPL_em_worst_seed,sym_pred_PPL_em_best_val,sym_pred_PPL_em_worst_val,sym_pred_PPL_prob_mean,sym_pred_PPL_prob_std,sym_pred_PPL_prob_best_seed,sym_pred_PPL_prob_worst_seed,sym_pred_PPL_prob_best_val,sym_pred_PPL_prob_worst_val
ptm_c,25,10,,,,,,,,,,,,,,,,,,,0.808000,0.022271,3,1,0.836000,0.772000,,,,,,,,,,,,,,,,,,,,,,,,,0.103172,0.000971,10,2,0.105081,0.101733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.349720,2.538319,10,9,208.170017,218.045677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237796,0.003017,3,1,0.241323,0.230484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.493703,0.508756,10,1,66.514701,68.448859,,,,,,,,,,,,
ptm_c,30,10,,,,,,,,,,,,,,,,,,,0.808000,0.011566,5,6,0.823333,0.790000,,,,,,,,,,,,,,,,,,,,,,,,,0.103817,0.001044,2,6,0.105280,0.101295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.638412,2.785138,7,10,207.355173,216.666937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237625,0.003506,5,2,0.245985,0.234190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.637720,0.658090,2,10,66.431440,68.705924,,,,,,,,,,,,
ptm_c,35,10,,,,,,,,,,,,,,,,,,,0.801429,0.009668,7,4,0.820000,0.782857,,,,,,,,,,,,,,,,,,,,,,,,,0.103718,0.000767,1,3,0.104523,0.102451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.081377,3.449465,5,1,207.573664,218.996290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234306,0.002514,5,8,0.239012,0.231002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.664017,0.798483,5,1,65.948490,68.821583,,,,,,,,,,,,
ptm_c,40,10,,,,,,,,,,,,,,,,,,,0.799750,0.012721,8,6,0.825000,0.785000,,,,,,,,,,,,,,,,,,,,,,,,,0.102909,0.000779,3,6,0.104124,0.101813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.334948,2.367285,8,9,207.200527,213.934980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231265,0.003691,8,1,0.238852,0.227137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.093933,0.668468,5,1,66.990631,68.873816,,,,,,,,,,,,
ptm_d,5,10,,,,,,,,,,,,,,,,,,,0.866000,0.042000,3,10,0.920000,0.800000,,,,,,,,,,,,,,,,,,,,,,,,,0.086691,0.001589,6,1,0.089380,0.084678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.044593,2.771394,10,7,161.664067,170.917191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230675,0.003727,2,8,0.236222,0.224347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.936844,1.503627,10,7,76.717817,81.644001,,,,,,,,,,,,
ptm_d,10,10,,,,,,,,,,,,,,,,,,,0.817000,0.026851,6,1,0.880000,0.790000,,,,,,,,,,,,,,,,,,,,,,,,,0.093409,0.001729,9,7,0.095955,0.090815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.819815,2.121958,10,5,153.139594,160.851536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240777,0.003605,8,6,0.246663,0.233353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.317052,1.474522,10,5,70.745300,75.770316,,,,,,,,,,,,
ptm_d,15,10,,,,,,,,,,,,,,,,,,,0.803333,0.017448,10,1,0.833333,0.773333,,,,,,,,,,,,,,,,,,,,,,,,,0.095394,0.001263,5,6,0.097031,0.093485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.765805,1.858557,10,2,151.329352,156.731926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244575,0.002728,5,2,0.247539,0.237418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.035602,1.052918,5,6,69.416318,72.843375,,,,,,,,,,,,
ptm_d,20,10,,,,,,,,,,,,,,,,,,,0.770000,0.012247,2,3,0.785000,0.755000,,,,,,,,,,,,,,,,,,,,,,,,,0.096223,0.000476,6,4,0.097184,0.095523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.244880,2.332364,6,7,215.545268,223.640706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218586,0.002953,3,7,0.222828,0.214349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.753826,1.065414,6,7,83.209582,86.540488,,,,,,,,,,,,
ptm_d,25,10,,,,,,,,,,,,,,,,,,,0.789600,0.020333,10,4,0.812000,0.748000,,,,,,,,,,,,,,,,,,,,,,,,,0.099040,0.000804,3,10,0.100618,0.097549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.117624,1.249505,7,9,148.266751,152.161680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249600,0.003610,4,9,0.254473,0.242797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.565363,0.641191,6,9,67.686497,69.787264,,,,,,,,,,,,
ptm_d,30,10,,,,,,,,,,,,,,,,,,,0.780000,0.023381,6,3,0.813333,0.743333,,,,,,,,,,,,,,,,,,,,,,,,,0.100462,0.001263,4,10,0.102411,0.098386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.500960,0.888067,4,6,147.029428,149.792758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252158,0.002755,4,10,0.257262,0.247460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.746604,0.594447,4,10,66.565640,68.697026,,,,,,,,,,,,
ptm_d,35,10,,,,,,,,,,,,,,,,,,,0.763429,0.010126,4,10,0.774286,0.737143,,,,,,,,,,,,,,,,,,,,,,,,,0.100606,0.000745,5,8,0.102092,0.099422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.739546,0.692447,10,9,147.545484,149.814833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251054,0.001554,10,8,0.253796,0.248336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.790158,0.359407,10,9,67.000693,68.291642,,,,,,,,,,,,
ptm_d,40,10,,,,,,,,,,,,,,,,,,,0.769500,0.021148,3,5,0.802500,0.745000,,,,,,,,,,,,,,,,,,,,,,,,,0.101064,0.000728,6,5,0.102052,0.099741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.367292,0.978986,6,4,147.420332,150.562890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252752,0.002572,10,4,0.257462,0.248257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.459546,0.547932,7,3,66.635489,68.502270,,,,,,,,,,,,
atm,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074652,0.000303,4,10,0.075314,0.074198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.613931,2.133581,2,8,818.409753,825.005977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005902,0.001369,5,3,0.008368,0.003427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.643703,0.195142,9,8,98.306887,98.886255,,,,,,,,,,,,
atm,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074385,0.000750,9,5,0.075633,0.073521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.309032,2.915040,8,10,829.992824,839.277401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008667,0.002073,10,4,0.010958,0.004065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.119707,0.327874,8,10,98.456985,99.556085,,,,,,,,,,,,
atm,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074206,0.000600,6,3,0.074836,0.072883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.489745,4.480034,8,2,846.717016,861.582838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008834,0.001973,10,6,0.012712,0.006057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.616263,0.518618,9,4,98.948473,100.482131,,,,,,,,,,,,
atm,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073744,0.000700,7,8,0.074915,0.072604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.834737,2.886214,7,8,856.119938,866.510037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009914,0.002367,6,8,0.013588,0.006216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.906170,0.388351,9,8,99.151492,100.731966,,,,,,,,,,,,
atm,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073819,0.000885,1,2,0.075154,0.072485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.700881,3.005100,2,8,862.355626,871.309390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008898,0.002168,7,5,0.012433,0.005858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.198677,0.321860,1,3,99.574541,100.757966,,,,,,,,,,,,
atm,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073967,0.000620,2,4,0.074716,0.072724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.189914,3.896448,1,7,867.596414,879.795771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008396,0.001314,4,6,0.010042,0.006017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.463624,0.369689,2,7,99.878871,101.061841,,,,,,,,,,,,
atm,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073784,0.000714,3,9,0.074796,0.072803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.966122,4.404047,7,5,873.280037,888.948659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008141,0.002160,2,5,0.012194,0.005619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.840063,0.467951,4,5,100.149527,101.950714,,,,,,,,,,,,
bibtm,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074967,0.000026,1,8,0.074995,0.074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.718737,0.001347,3,1,196.716046,196.720602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.403790,0.001364,3,1,99.400935,99.405632,,,,,,,,,,,,
bibtm,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074971,0.000026,2,4,0.074995,0.074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.676373,0.001912,3,9,196.672839,196.680533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.334673,0.000975,4,8,99.333715,99.336646,,,,,,,,,,,,
bibtm,15,10,,,,,,,,,,,,,,,,,,,1.000000,0.000000,1,1,1.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,0.074963,0.000024,4,8,0.074995,0.074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.652153,0.002095,2,3,196.648950,196.655079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.294849,0.001973,9,7,99.291939,99.297909,,,,,,,,,,,,
bibtm,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074959,0.000021,4,2,0.074995,0.074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.635875,0.002149,10,1,196.632066,196.638466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.266335,0.003547,2,1,99.261422,99.273347,,,,,,,,,,,,
bibtm,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074963,0.000035,5,10,0.075035,0.074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.621275,0.003288,2,3,196.616111,196.625753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.241832,0.003403,8,3,99.233776,99.245958,,,,,,,,,,,,
bibtm,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074935,0.000057,4,1,0.074995,0.074836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.610285,0.004067,3,7,196.603641,196.616202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.222946,0.003095,5,2,99.218421,99.228238,,,,,,,,,,,,
bibtm,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074919,0.000028,4,1,0.074955,0.074875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.601727,0.003088,6,8,196.596289,196.605070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.207340,0.002869,6,2,99.203197,99.211605,,,,,,,,,,,,
bibtm,40,10,,,,,,,,,,,,,,,,,,,0.999750,0.000750,1,7,1.000000,0.997500,,,,,,,,,,,,,,,,,,,,,,,,,0.074943,0.000062,8,1,0.075075,0.074875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.594193,0.002966,7,3,196.588883,196.600293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214266,0.000000,1,1,0.214266,0.214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.194867,0.002380,9,5,99.190953,99.199550,,,,,,,,,,,,
blocklda,5,10,,,,,,,,,,,,,,,,,,,0.520000,0.069282,3,10,0.620000,0.380000,,,,,,,,,,,,,,,,,,,,,,,,,0.074102,0.000475,2,3,0.075075,0.073521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079151,0.049690,5,9,0.214266,0.024308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
blocklda,10,10,,,,,,,,,,,,,,,,,,,0.423000,0.035511,1,5,0.480000,0.360000,,,,,,,,,,,,,,,,,,,,,,,,,0.067798,0.002013,10,7,0.071727,0.064913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100825,0.004544,7,10,0.106794,0.094003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
blocklda,15,10,,,,,,,,,,,,,,,,,,,0.420000,0.038528,1,7,0.480000,0.360000,,,,,,,,,,,,,,,,,,,,,,,,,0.099538,0.001505,10,9,0.102092,0.097350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.717206,18.520462,4,2,350.555673,404.136889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228265,0.002323,1,5,0.232676,0.224945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.904491,1.284093,8,9,77.977051,82.409127,,,,,,,,,,,,
blocklda,20,10,,,,,,,,,,,,,,,,,,,0.387500,0.024418,3,7,0.430000,0.350000,,,,,,,,,,,,,,,,,,,,,,,,,0.076505,0.002938,5,4,0.079976,0.070532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,4,4,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207631,0.006846,5,10,0.213270,0.193266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,4,4,nan,nan,,,,,,,,,,,,
blocklda,25,10,,,,,,,,,,,,,,,,,,,0.388000,0.029065,1,10,0.452000,0.344000,,,,,,,,,,,,,,,,,,,,,,,,,0.060271,0.004031,6,1,0.067543,0.053477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195378,0.008150,8,4,0.209404,0.183821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
blocklda,30,10,,,,,,,,,,,,,,,,,,,0.400000,0.036056,7,5,0.443333,0.346667,,,,,,,,,,,,,,,,,,,,,,,,,0.061845,0.003518,6,3,0.066228,0.054991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192341,0.012890,2,8,0.205898,0.157282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
blocklda,35,10,,,,,,,,,,,,,,,,,,,0.419714,0.023437,8,2,0.454286,0.362857,,,,,,,,,,,,,,,,,,,,,,,,,0.060877,0.002823,10,8,0.064276,0.055828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164240,0.016787,10,2,0.196214,0.147280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
blocklda,40,10,,,,,,,,,,,,,,,,,,,0.426500,0.021337,4,10,0.470000,0.405000,,,,,,,,,,,,,,,,,,,,,,,,,0.064156,0.002374,9,6,0.067384,0.058617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167571,0.018413,7,4,0.199004,0.144850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,1,1,nan,nan,,,,,,,,,,,,
linklda,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093313,0.000712,3,2,0.095079,0.092249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.664974,6.550779,2,4,300.344103,322.192965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226101,0.000714,9,4,0.227217,0.225025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.127437,0.511308,6,1,82.140720,84.161854,,,,,,,,,,,,
linklda,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102586,0.001163,8,5,0.104762,0.101096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.099646,12.497944,7,10,388.570996,429.700149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233664,0.001925,1,4,0.237099,0.230404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.225128,1.122799,9,10,76.292710,80.282555,,,,,,,,,,,,
linklda,15,10,,,,,,,,,,,,,,,,,,,0.657333,0.036782,10,8,0.720000,0.600000,,,,,,,,,,,,,,,,,,,,,,,,,0.106153,0.000822,9,2,0.107671,0.105081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.741628,13.941789,9,1,420.528662,463.269575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231791,0.003190,9,6,0.238175,0.225503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.874849,1.089522,9,1,75.382503,79.179497,,,,,,,,,,,,
linklda,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106173,0.000859,2,7,0.107910,0.104802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.436428,11.749635,1,7,436.917216,478.674660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230074,0.003472,3,7,0.234310,0.223112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.094739,1.410023,10,7,77.393311,82.515834,,,,,,,,,,,,
linklda,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106758,0.000694,2,1,0.107870,0.105559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.881209,20.178364,6,9,435.438053,497.245690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226655,0.003447,1,8,0.234868,0.221837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.609935,1.653758,6,9,77.186457,82.387047,,,,,,,,,,,,
linklda,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106332,0.000759,3,7,0.107392,0.105280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.205701,17.962044,1,9,422.709281,494.421126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227659,0.003422,5,8,0.232437,0.222714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.619740,1.277870,6,9,77.786482,82.751433,,,,,,,,,,,,
linklda,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106575,0.001092,5,1,0.108627,0.105360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.023991,9.329343,2,1,432.333460,466.015180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222036,0.002836,7,9,0.227057,0.215660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.458647,0.937648,2,1,78.702877,82.090674,,,,,,,,,,,,
