K,stage,active_losses,seed,valid_map_avg,sym2herb_map,herb2sym_map,symptom_pred_ppl_em_prob,herb_pred_ppl_em_prob,topic_coherence
30,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",46,0.26259121049113515,0.24034783150126227,0.28483458948100804,53.62123478742098,144.5823718725199,0.6722842934861235
30,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",42,0.24351515074002203,0.22195014939778984,0.2650801520822542,54.40869380326343,144.76954376341524,0.6664043791680977
30,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",43,0.25066426278048054,0.23867194680656853,0.2626565787543925,54.47853595426994,139.85410847194845,0.6882876329093665
30,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",44,0.24913169139738872,0.2331622743482371,0.26510110844654033,57.65731041214919,144.40411500677507,0.6757544808843724
30,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",45,0.24963436962073443,0.24351246778946445,0.2557562714520044,54.94335916423219,142.0789803118591,0.6748869521916654
30,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",46,0.2593377336646281,0.2401344584639914,0.2785410088652647,53.5897768553759,145.35143779477713,0.6572163632708535
30,03_active_graph_h__graph_s,"graph_h,graph_s",42,0.25755696419396434,0.23838963475107514,0.2767242936368535,54.743804374506254,142.34998722218057,0.6527361017067592
30,03_active_graph_h__graph_s,"graph_h,graph_s",43,0.2586545751194421,0.23920804344426966,0.27810110679461464,54.82500484600834,140.2149055823469,0.683644441176542
30,03_active_graph_h__graph_s,"graph_h,graph_s",44,0.25240531183233306,0.23505296584396784,0.2697576578206982,57.411238121007756,142.4288016367892,0.6665241716731513
30,03_active_graph_h__graph_s,"graph_h,graph_s",45,0.253202589787404,0.242445994671483,0.26395918490332504,54.833947230547246,141.9284574909261,0.6644275407308772
30,03_active_graph_h__graph_s,"graph_h,graph_s",46,0.26010336252114974,0.2397971507696945,0.28040957427260504,53.4624066006725,143.17469311732867,0.6444114365864821
30,04_active_graph_h,graph_h,42,0.2565222050516557,0.23374737148790461,0.2792970386154068,55.36031749820192,145.3780516090191,0.62112004280617
30,04_active_graph_h,graph_h,43,0.23594393376225467,0.20599813322177546,0.2658897343027339,55.59756856987007,145.3875917944394,0.5575203738339611
30,04_active_graph_h,graph_h,44,0.2010683122480113,0.17093377175294777,0.23120285274307484,59.454346303817594,153.12009540909548,0.6616715589300616
30,04_active_graph_h,graph_h,45,0.24758843636333544,0.22400516063471182,0.27117171209195906,55.88624911156474,144.8134112469654,0.6740401757511377
30,04_active_graph_h,graph_h,46,0.21332106098392511,0.18740628960437308,0.23923583236347717,54.79005220812247,153.97132464706337,0.6047187408627235
30,05_recon_only_ph_ps_nonneg,recon_only,42,0.25686186881433315,0.24244042303921393,0.2712833145894524,59.75756448065166,148.38400771611205,0.6236104949551806
30,05_recon_only_ph_ps_nonneg,recon_only,43,0.2570617603871028,0.2428151722541428,0.27130834852006286,59.324860157861416,145.709732374057,0.6263180323908543
30,05_recon_only_ph_ps_nonneg,recon_only,44,0.2523693981365635,0.23824468729786555,0.26649410897526143,62.19007091577709,148.61672339296882,0.6309924588790933
30,05_recon_only_ph_ps_nonneg,recon_only,45,0.25852901900338715,0.24888072885789697,0.26817730914887733,59.5000511972325,147.15120596813682,0.6278295928350576
30,05_recon_only_ph_ps_nonneg,recon_only,46,0.2573707088366585,0.2409794712582038,0.27376194641511326,58.102191841282874,150.17150700279765,0.626416839320376
35,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",42,0.25354144634348064,0.2423287538335807,0.26475413885338056,52.91270481905246,139.12441589754658,0.6987603382171018
35,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",43,0.2624085800950079,0.24688549026197426,0.2779316699280415,52.62067060463348,135.98048676386412,0.7697014456492464
35,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",44,0.2321902137594452,0.22178242896818792,0.2425979985507025,55.21118380740943,142.66103246952085,0.7180926581112895
35,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",45,0.2557706537356734,0.23949860808269438,0.2720426993886525,52.606508709275005,138.69280508799017,0.7368760821293682
35,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",46,0.2583465168044904,0.24489162545892187,0.2718014081500589,52.1632889993855,139.6423693333495,0.7296920120642537
35,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",42,0.24968824788835003,0.2350208130578482,0.26435568271885185,53.033071574532535,139.58349932906117,0.6917007520289689
35,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",43,0.25492765355125474,0.24612076139472716,0.2637345457077823,52.62821574454085,135.08560074843973,0.7563666737632104
35,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",44,0.25192862201937405,0.2395351766850227,0.26432206735372543,55.25760537998798,140.05400270371283,0.7155910598948451
35,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",45,0.25357353829339646,0.24740599164984975,0.25974108493694315,52.77430442088078,137.83367861613766,0.7250526558683534
35,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",46,0.2568533376887611,0.2448099093964455,0.26889676598107676,52.188288584997274,139.68886294643406,0.7165578981890787
35,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",42,0.24876345845241976,0.24211129307185011,0.2554156238329894,52.82787611810057,139.74550818803,0.6848102824010264
35,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",43,0.25699851101431737,0.2374293797924884,0.2765676422361463,52.67999374836692,135.91209040754504,0.766773860894176
35,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",44,0.2420847546347519,0.22801144714939364,0.25615806212011016,55.22713719178247,140.7552238482144,0.7247815719723167
35,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",45,0.2545886040039466,0.24647594107129414,0.2627012669365991,52.715128580413584,138.18206875628215,0.7115804677967335
35,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",46,0.24572084152022466,0.23562816207618817,0.25581352096426113,52.32225654290238,141.76192775188906,0.6993743107691843
35,03_active_graph_h__graph_s,"graph_h,graph_s",42,0.25313916398110636,0.23557103789317815,0.2707072900690346,52.51733122111766,139.5849387149132,0.6683644910081035
35,03_active_graph_h__graph_s,"graph_h,graph_s",43,0.264625315800996,0.2475098552977177,0.28174077630427435,52.83932141809991,134.87898607522015,0.7508207177510414
35,03_active_graph_h__graph_s,"graph_h,graph_s",44,0.2499741902557045,0.23888036903706913,0.2610680114743399,55.14534575692154,139.606833871585,0.6747818425762494
35,03_active_graph_h__graph_s,"graph_h,graph_s",45,0.2533385900041865,0.24605732606309905,0.260619853945274,53.12653583644139,138.2646494237913,0.726020894912403
35,03_active_graph_h__graph_s,"graph_h,graph_s",46,0.2599979415351774,0.24359733779512138,0.2763985452752335,52.38453231100235,139.99863601504404,0.6846935008266624
35,04_active_graph_h,graph_h,42,0.23501889812867105,0.19273587548256302,0.27730192077477905,54.64684886160988,144.06207850826814,0.6746859454416284
35,04_active_graph_h,graph_h,43,0.20966022415673793,0.18211832866975589,0.23720211964371998,54.63868319924646,145.83662951058423,0.7052667270443905
35,04_active_graph_h,graph_h,44,0.20634268998795502,0.1836796804848325,0.22900569949107757,56.8306706806183,150.1098176460356,0.7225580471302415
35,04_active_graph_h,graph_h,45,0.23570197391411513,0.20953595666464928,0.261867991163581,54.3404564497244,142.0202690649842,0.7092855638346828
35,04_active_graph_h,graph_h,46,0.25019826817215307,0.21822805587473704,0.28216848046956916,53.43497432855638,144.6741827096694,0.7545166329110229
35,05_recon_only_ph_ps_nonneg,recon_only,42,0.261889043211564,0.24547117543671967,0.2783069109864083,58.14422023606564,145.33834798391595,0.6528482859923115
35,05_recon_only_ph_ps_nonneg,recon_only,43,0.2610959199304105,0.24746627607553878,0.2747255637852821,58.700640804727165,142.06046166357584,0.6853683632225606
35,05_recon_only_ph_ps_nonneg,recon_only,44,0.2544684599332905,0.2413946420275374,0.26754227783904355,60.49457578663896,146.3279430591772,0.6812924348940127
35,05_recon_only_ph_ps_nonneg,recon_only,45,0.2600542580895384,0.2511990850912403,0.2689094310878365,58.188176054632834,145.0123576447798,0.6683960105438445
35,05_recon_only_ph_ps_nonneg,recon_only,46,0.26210742730582265,0.24394805091984065,0.2802668036918047,57.52615903252266,147.07403710886908,0.6618429484650403
40,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",42,0.2529223357905042,0.24315389329217732,0.26269077828883114,52.03035035095093,138.5854128403301,0.7022582670929165
40,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",43,0.2591052566882499,0.2500581979828786,0.26815231539362117,51.56887756694107,134.15327969059237,0.7456961131027748
40,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",44,0.23762352277338036,0.2324054532273058,0.24284159231945493,54.856094946670076,140.2440639391102,0.6919443948539316
40,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",45,0.2573682154491529,0.2505022466366556,0.26423418426165013,52.30415550324107,136.4887514052305,0.7211269243929562
40,00_active_graph_h__graph_s__l1__pair__know_hs,"graph_h,graph_s,l1,pair,know_hs",46,0.262384814997723,0.24901874782269695,0.275750882172749,52.09264424130893,139.98914734364914,0.6673335130934122
40,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",42,0.25489249280383675,0.24552586168987978,0.26425912391779377,52.06680559561562,137.6291379854256,0.708783564412027
40,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",43,0.2645272540960752,0.24943931541848338,0.27961519277366703,51.60653141643664,134.8740238932448,0.7416138958041043
40,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",44,0.25526905613157047,0.2447290938077779,0.2658090184553631,54.959699033845915,137.98896277031506,0.6842867298010225
40,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",45,0.2543178547743148,0.25008366786398883,0.2585520416846408,52.25707508052754,136.25221951796718,0.709454177878633
40,01_active_graph_h__graph_s__l1__pair,"graph_h,graph_s,l1,pair",46,0.24427111056718684,0.23657875765386077,0.2519634634805129,52.286825063845555,139.63286200765558,0.6571009708450128
40,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",42,0.25096157477480713,0.24250726395523847,0.2594158855943758,52.04046498336289,137.76042142464684,0.7024110819613701
40,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",43,0.2542542534005981,0.24778362608416266,0.26072488071703354,51.506246396687814,134.50122953120444,0.7542999364351254
40,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",44,0.25462252000678265,0.24392371386599943,0.26532132614756593,54.86720037576169,138.39936622805806,0.6894951460311418
40,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",45,0.2555587016381859,0.24859201225400648,0.26252539102236533,52.188380791860155,136.92474632540453,0.6869478505454242
40,02_active_graph_h__graph_s__l1,"graph_h,graph_s,l1",46,0.2548511844721239,0.24619893776098178,0.263503431183266,52.26471953666695,139.55774438284857,0.6548802854887509
40,03_active_graph_h__graph_s,"graph_h,graph_s",42,0.2576230745370823,0.24801997137958393,0.2672261776945806,52.15578364137007,135.73833481891933,0.6702481403897812
40,03_active_graph_h__graph_s,"graph_h,graph_s",43,0.2625124898896629,0.24994359094990676,0.275081388829419,51.885853556834405,133.9358495756511,0.7256651763943556
40,03_active_graph_h__graph_s,"graph_h,graph_s",44,0.2563623034914093,0.2434857400546421,0.2692388669281765,54.66253241213951,137.3863844679658,0.651522884055358
40,03_active_graph_h__graph_s,"graph_h,graph_s",45,0.2614791554263397,0.2507808462005319,0.2721774646521474,52.40226006892618,134.96279100669634,0.6894045799904867
40,03_active_graph_h__graph_s,"graph_h,graph_s",46,0.26052189682157995,0.2495987247170682,0.27144506892609166,52.14796651773369,138.57022778431073,0.6750490436071493
40,04_active_graph_h,graph_h,42,0.24102294493362358,0.2014804106296211,0.2805654792376261,54.42082651282814,143.91323583802188,0.6748946703503916
40,04_active_graph_h,graph_h,43,0.24746734623215688,0.22592506239128948,0.26900963007302425,53.36058195725655,138.23785479827134,0.7225556197183108
40,04_active_graph_h,graph_h,44,0.2015959651057757,0.1761704302526655,0.2270214999588859,57.0540562052429,148.7151900919361,0.6611019214141038
40,04_active_graph_h,graph_h,45,0.22752371021677306,0.22452716922069962,0.2305202512128465,53.15049804423499,141.77290993039597,0.6396784783874059
40,04_active_graph_h,graph_h,46,0.2090884534209405,0.17934707868086947,0.23882982816101153,53.914098595330344,149.81007856775477,0.5977943644134903
40,05_recon_only_ph_ps_nonneg,recon_only,42,0.2641617188718346,0.24923948446868843,0.2790839532749808,58.48864820672532,145.01128739156326,0.6766969628787565
40,05_recon_only_ph_ps_nonneg,recon_only,43,0.2628203311646399,0.24958515166343306,0.2760555106658467,58.31274164071705,141.49362130158528,0.7001605213687977
40,05_recon_only_ph_ps_nonneg,recon_only,44,0.25442529669336034,0.24459817201356462,0.264252421373156,60.93704833175538,144.9986070357028,0.6788410066828353
40,05_recon_only_ph_ps_nonneg,recon_only,45,0.2590368497890325,0.2538538402610155,0.26421985931704955,58.558242874859836,143.6716346813821,0.6822998739788633
40,05_recon_only_ph_ps_nonneg,recon_only,46,0.2609088957023573,0.24642873000371568,0.275389061400999,58.132495426054646,146.89818740409558,0.6686297926716117
